,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
10,DT,1,0.4635,0.3361,0.4277,0.3563,0.417,0.4635,0.4206,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_split': 14, 'min_samples_leaf': 5, 'max_features': 'log2', 'splitter': 'best'}",,3.0,14.0,5.0,log2,,,,,,,,,gini,best
11,DT,2,0.5027,0.4906,0.4992,0.4236,0.5425,0.5027,0.4629,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_split': 19, 'min_samples_leaf': 5, 'max_features': None, 'splitter': 'best'}",,3.0,19.0,5.0,,,,,,,,,,entropy,best
12,DT,3,0.4569,0.4257,0.4292,0.4252,0.4444,0.4569,0.4489,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 16, 'min_samples_leaf': 7, 'max_features': 'log2', 'splitter': 'best'}",,5.0,16.0,7.0,log2,,,,,,,,,gini,best
13,DT,4,0.4164,0.5098,0.4754,0.3877,0.6052,0.4164,0.4073,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_split': 6, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'splitter': 'best'}",,3.0,6.0,5.0,sqrt,,,,,,,,,gini,best
14,DT,5,0.6064,0.4047,0.5283,0.4583,0.4649,0.6064,0.5263,"{'criterion': 'entropy', 'max_depth': 1, 'min_samples_split': 19, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'splitter': 'best'}",,1.0,19.0,3.0,sqrt,,,,,,,,,entropy,best
15,RF,MEAN,0.5448,0.545,0.5111,0.4769,0.5785,0.5448,0.517,N/A,,,,,,,,,,,,,,,
16,RF,STD,0.0712,0.07,0.0749,0.101,0.0566,0.0712,0.0891,N/A,,,,,,,,,,,,,,,
17,XGB,MEAN,0.5621,0.5551,0.5388,0.5221,0.5885,0.5621,0.5533,N/A,,,,,,,,,,,,,,,
18,XGB,STD,0.0556,0.0598,0.0579,0.0597,0.0521,0.0556,0.0545,N/A,,,,,,,,,,,,,,,
19,DT,MEAN,0.4892,0.4334,0.472,0.4102,0.4948,0.4892,0.4532,N/A,,,,,,,,,,,,,,,
20,DT,STD,0.0723,0.0697,0.0439,0.0391,0.0774,0.0723,0.0464,N/A,,,,,,,,,,,,,,,
