,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.6216,0.6195,0.6202,0.6196,0.623,0.6216,0.6221,0.6581,0.6364,0.6471,0.581,0.604,0.5922,"{'n_estimators': 465, 'max_depth': 3, 'min_samples_split': 13, 'min_samples_leaf': 8, 'max_features': None, 'bootstrap': True}",465.0,3.0,13.0,8.0,,True,,,,,,,,,
1,RF,2,0.7416,0.6831,0.7333,0.6922,0.7941,0.7416,0.7569,0.4714,0.7174,0.569,0.8947,0.7492,0.8155,"{'n_estimators': 66, 'max_depth': 4, 'min_samples_split': 19, 'min_samples_leaf': 8, 'max_features': None, 'bootstrap': True}",66.0,4.0,19.0,8.0,,True,,,,,,,,,
2,RF,3,0.6792,0.6839,0.6736,0.6722,0.6829,0.6792,0.6746,0.7033,0.5614,0.6244,0.6644,0.7857,0.72,"{'n_estimators': 169, 'max_depth': 3, 'min_samples_split': 12, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'bootstrap': False}",169.0,3.0,12.0,9.0,sqrt,False,,,,,,,,,
3,RF,4,0.6728,0.6842,0.6872,0.6725,0.7016,0.6728,0.6741,0.5802,0.7736,0.6631,0.7882,0.6009,0.6819,"{'n_estimators': 386, 'max_depth': 3, 'min_samples_split': 2, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': True}",386.0,3.0,2.0,10.0,sqrt,True,,,,,,,,,
4,RF,5,0.7933,0.8087,0.7969,0.7919,0.8113,0.7933,0.7913,0.731,0.9057,0.809,0.8864,0.6882,0.7748,"{'n_estimators': 347, 'max_depth': 3, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': None, 'bootstrap': False}",347.0,3.0,10.0,8.0,,False,,,,,,,,,
5,XGB,1,0.6306,0.6346,0.635,0.6306,0.6395,0.6306,0.6309,0.6893,0.5868,0.6339,0.5798,0.6832,0.6273,"{'n_estimators': 59, 'max_depth': 3, 'learning_rate': 0.02963237691703138, 'subsample': 0.7339884805324436, 'colsample_bytree': 0.9114518580056463, 'min_child_weight': 5, 'gamma': 0.5709971204121291, 'reg_alpha': 0.45835673123049236, 'reg_lambda': 0.667924926275621}",59.0,3.0,,,,,0.02963237691703138,0.7339884805324436,0.9114518580056463,5.0,0.5709971204121291,0.45835673123049236,0.667924926275621,,
6,XGB,2,0.7571,0.6949,0.7434,0.7063,0.801,0.7571,0.7704,0.4925,0.7174,0.5841,0.8972,0.7695,0.8285,"{'n_estimators': 350, 'max_depth': 9, 'learning_rate': 0.015283738275492169, 'subsample': 0.982909125830041, 'colsample_bytree': 0.8606869960910475, 'min_child_weight': 3, 'gamma': 4.992483437747104, 'reg_alpha': 1.7042965114014081, 'reg_lambda': 1.9054205622745755}",350.0,9.0,,,,,0.015283738275492169,0.982909125830041,0.8606869960910475,3.0,4.992483437747104,1.7042965114014081,1.9054205622745755,,
7,XGB,3,0.7208,0.7254,0.7162,0.7161,0.7243,0.7208,0.7179,0.7474,0.6228,0.6794,0.7034,0.8095,0.7528,"{'n_estimators': 91, 'max_depth': 3, 'learning_rate': 0.023346264755660925, 'subsample': 0.9809574593725565, 'colsample_bytree': 0.83291738363667, 'min_child_weight': 9, 'gamma': 1.8170641484478547, 'reg_alpha': 1.6578024030907221, 'reg_lambda': 0.2151649545186213}",91.0,3.0,,,,,0.023346264755660925,0.9809574593725565,0.83291738363667,9.0,1.8170641484478547,1.6578024030907221,0.2151649545186213,,
8,XGB,4,0.6859,0.6995,0.7021,0.6857,0.7178,0.6859,0.6868,0.5907,0.7987,0.6791,0.8084,0.6054,0.6923,"{'n_estimators': 118, 'max_depth': 11, 'learning_rate': 0.03202161656272599, 'subsample': 0.6016289490468609, 'colsample_bytree': 0.9420106491382974, 'min_child_weight': 10, 'gamma': 4.698297078274502, 'reg_alpha': 1.5633946223826072, 'reg_lambda': 1.2319681276035837}",118.0,11.0,,,,,0.03202161656272599,0.6016289490468609,0.9420106491382974,10.0,4.698297078274502,1.5633946223826072,1.2319681276035837,,
9,XGB,5,0.7964,0.7968,0.7954,0.7957,0.7966,0.7964,0.7961,0.8026,0.7673,0.7846,0.791,0.8235,0.8069,"{'n_estimators': 283, 'max_depth': 8, 'learning_rate': 0.039758424960394126, 'subsample': 0.711177902299272, 'colsample_bytree': 0.8601131257791208, 'min_child_weight': 3, 'gamma': 4.386564395697006, 'reg_alpha': 1.9978969660000352, 'reg_lambda': 1.413470155137554}",283.0,8.0,,,,,0.039758424960394126,0.711177902299272,0.8601131257791208,3.0,4.386564395697006,1.9978969660000352,1.413470155137554,,
10,DT,1,0.6216,0.6178,0.6112,0.6102,0.6191,0.6216,0.6162,0.6331,0.7273,0.6769,0.6024,0.495,0.5435,"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 13, 'min_samples_leaf': 4, 'max_features': None, 'splitter': 'best'}",,2.0,13.0,4.0,,,,,,,,,,entropy,best
11,DT,2,0.7494,0.7133,0.787,0.7164,0.8333,0.7494,0.7671,0.4847,0.8587,0.6196,0.942,0.7153,0.8131,"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 18, 'min_samples_leaf': 7, 'max_features': None, 'splitter': 'best'}",,2.0,18.0,7.0,,,,,,,,,,entropy,best
12,DT,3,0.6458,0.657,0.6372,0.6304,0.6555,0.6458,0.6342,0.6883,0.4649,0.555,0.6258,0.8095,0.7059,"{'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 13, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'splitter': 'best'}",,2.0,13.0,9.0,sqrt,,,,,,,,,gini,best
13,DT,4,0.6361,0.6791,0.6667,0.6343,0.7024,0.6361,0.63,0.54,0.8491,0.6601,0.8182,0.4843,0.6085,"{'criterion': 'gini', 'max_depth': 1, 'min_samples_split': 17, 'min_samples_leaf': 8, 'max_features': 'log2', 'splitter': 'best'}",,1.0,17.0,8.0,log2,,,,,,,,,gini,best
14,DT,5,0.7781,0.7974,0.7822,0.776,0.8002,0.7781,0.7753,0.7129,0.9057,0.7978,0.8819,0.6588,0.7542,"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 17, 'min_samples_leaf': 3, 'max_features': None, 'splitter': 'best'}",,2.0,17.0,3.0,,,,,,,,,,entropy,best
15,RF,MEAN,0.7017,0.6959,0.7022,0.6897,0.7226,0.7017,0.7038,0.6288,0.7189,0.6625,0.7629,0.6856,0.7169,N/A,,,,,,,,,,,,,,,
16,RF,STD,0.0666,0.0689,0.0665,0.0632,0.0789,0.0666,0.0687,0.1049,0.1318,0.0893,0.1379,0.0835,0.0864,N/A,,,,,,,,,,,,,,,
17,XGB,MEAN,0.7182,0.7102,0.7184,0.7069,0.7358,0.7182,0.7204,0.6645,0.6986,0.6722,0.756,0.7382,0.7416,N/A,,,,,,,,,,,,,,,
18,XGB,STD,0.0639,0.0587,0.0587,0.0597,0.0665,0.0639,0.0659,0.1241,0.0913,0.0741,0.1201,0.0922,0.0828,N/A,,,,,,,,,,,,,,,
19,DT,MEAN,0.6862,0.6929,0.6969,0.6735,0.7221,0.6862,0.6846,0.6118,0.7611,0.6619,0.7741,0.6326,0.685,N/A,,,,,,,,,,,,,,,
20,DT,STD,0.072,0.0679,0.0825,0.0703,0.0921,0.072,0.0794,0.0973,0.1782,0.0893,0.1527,0.1412,0.109,N/A,,,,,,,,,,,,,,,
